ID,Name,Age,OVA,Nationality,Club,BP,Team & Contract,Height,Weight,foot,Joined,Contract,Attacking,Heading Accuracy,Short Passing,Skill,Movement,Acceleration,Shot Power,Jumping,Stamina,Strength
207762,Jota,27,66,Portugal,CD Nacional,CAM,CD Nacional 2012 ~ 2024,"5'7""",154lbs,Right,"Jul 1, 2012",2012 ~ 2024,280,53,67,336,363,72,65,61,68,53
207863,Felipe,31,84,Brazil,Atlético Madrid,CB,Atlético Madrid 2019 ~ 2022,"6'3""",183lbs,Right,"Jul 1, 2019",2019 ~ 2022,285,84,73,251,327,58,46,90,76,89
207865,Marquinhos,26,85,Brazil,Paris Saint-Germain,CB,Paris Saint-Germain 2013 ~ 2024,"6'0""",165lbs,Right,"Jul 19, 2013",2013 ~ 2024,298,84,82,312,364,70,61,89,80,75
207924,Lucas Lima,28,75,Brazil,Al Ahli,LB,Al Ahli 2019 ~ 2022,"5'10""",159lbs,Left,"Sep 3, 2019",2019 ~ 2022,293,41,71,361,359,69,73,76,86,69
207929,Pedro Henrique,30,72,Brazil,Kayserispor,LM,Kayserispor 2019 ~ 2023,"5'11""",168lbs,Left,"Aug 9, 2019",2019 ~ 2023,335,60,69,350,385,81,70,33,65,58
207943,Ewerton,27,67,Brazil,Urawa Red Diamonds,CDM,"Urawa Red Diamonds Dec 31, 2020 On Loan","5'11""",161lbs,Right,"Jul 1, 2018","Dec 31, 2020 On Loan",295,58,69,321,308,57,72,83,75,66
208001,Paulo Otávio,25,73,Brazil,VfL Wolfsburg,LWB,VfL Wolfsburg 2019 ~ 2023,"5'9""",150lbs,Left,"Jul 1, 2019",2019 ~ 2023,288,39,70,314,409,86,66,60,69,45
208088,Sergi Samper,25,69,Spain,Vissel Kobe,CDM,Vissel Kobe 2019 ~ 2021,"6'0""",161lbs,Right,"Mar 7, 2019",2019 ~ 2021,259,48,73,298,273,53,51,49,70,72
208104,Matheus,27,79,Brazil,SC Braga,GK,SC Braga 2014 ~ 2023,"6'3""",185lbs,Right,"Jul 1, 2014",2014 ~ 2023,81,14,27,103,259,44,54,63,32,71
208114,Patrick,28,72,Brazil,Santa Clara,RB,Santa Clara 2018 ~ 2020,"5'10""",161lbs,Right,"Jul 17, 2018",2018 ~ 2020,278,56,68,343,366,76,81,75,84,59
208137,Lucas Torró,25,73,Spain,CA Osasuna,CDM,CA Osasuna 2020 ~ 2024,"6'3""",170lbs,Right,"Aug 4, 2020",2020 ~ 2024,304,75,75,314,264,54,73,43,78,76
208141,Gabriel,26,79,Brazil,SL Benfica,CM,SL Benfica 2018 ~ 2024,"6'2""",181lbs,Left,"Aug 27, 2018",2018 ~ 2024,356,74,80,390,335,66,86,81,81,82
208450,Andreas Pereira,24,75,Brazil,Manchester United,CAM,Manchester United 2013 ~ 2023,"5'10""",157lbs,Right,"Jan 7, 2013",2013 ~ 2023,350,56,76,390,376,74,80,62,78,60
208618,Lucas Vázquez,29,80,Spain,Real Madrid,RW,Real Madrid 2015 ~ 2021,"5'8""",154lbs,Right,"Jul 2, 2015",2015 ~ 2021,344,56,78,389,405,83,80,68,91,57
208620,Omar Mascarell,27,79,Spain,FC Schalke 04,CDM,FC Schalke 04 2018 ~ 2022,"5'11""",168lbs,Right,"Jul 1, 2018",2018 ~ 2022,295,56,82,365,349,63,72,74,77,72
208622,Rubén Sobrino,28,75,Spain,Valencia CF,ST,Valencia CF 2019 ~ 2022,"6'1""",161lbs,Right,"Jan 31, 2019",2019 ~ 2022,347,71,70,330,366,78,79,64,64,69
208638,Rober Correa,27,70,Spain,SD Eibar,RB,SD Eibar 2019 ~ 2022,"5'11""",157lbs,Right,"Jul 5, 2019",2019 ~ 2022,277,63,65,262,340,68,64,69,67,70
208777,Óliver Torres,25,77,Spain,Sevilla FC,CAM,Sevilla FC 2019 ~ 2024,"5'9""",154lbs,Right,"Jul 15, 2019",2019 ~ 2024,335,52,81,388,364,68,69,52,75,43
208866,Cicinho,31,71,Bulgaria,Bulgaria,RB,Bulgaria Free,"5'6""",143lbs,Right,"Jul 1, 2015",Free,287,52,71,315,397,81,55,76,70,47
208911,Gabriel,22,76,Brazil,Palmeiras,CDM,Palmeiras 2015 ~ 2018,"5'7""",150lbs,Right,"Jan 6, 2015",2015 ~ 2018,310,61,77,307,381,74,67,81,90,56
209236,Guilherme,29,77,Brazil,Olympiacos CFP,CDM,Olympiacos CFP 2018 ~ 2021,"5'10""",168lbs,Right,"Aug 17, 2018",2018 ~ 2021,325,68,78,349,358,71,82,74,79,76
209289,Kévin Rodrigues,26,74,Portugal,SD Eibar,LM,"SD Eibar Jun 30, 2021 On Loan","5'7""",154lbs,Left,"Jul 1, 2015","Jun 30, 2021 On Loan",339,73,80,338,355,70,58,60,64,60
209297,Fred,27,81,Brazil,Manchester United,CM,Manchester United 2018 ~ 2023,"5'7""",137lbs,Left,"Jun 21, 2018",2018 ~ 2023,346,53,80,395,415,79,78,80,87,56
209499,Fabinho,26,87,Brazil,Liverpool,CDM,Liverpool 2018 ~ 2023,"6'2""",172lbs,Right,"Jul 1, 2018",2018 ~ 2023,345,75,85,365,349,66,81,75,88,81
209695,Eugeni,25,71,Spain,SD Huesca,CAM,SD Huesca 2018 ~ 2021,"6'0""",165lbs,Right,"Jul 5, 2018",2018 ~ 2021,336,56,75,371,329,64,65,53,71,72
209749,Lucas Silva,26,74,Brazil,Real Madrid,CDM,Real Madrid 2015 ~ 2020,"6'0""",176lbs,Right,"Jan 26, 2015",2015 ~ 2020,301,64,74,325,316,56,76,71,75,74
209828,Carlinhos,25,71,Brazil,Vitória de Setúbal,CAM,"Vitória de Setúbal Jun 30, 2020 On Loan","5'10""",172lbs,Right,"Aug 21, 2017","Jun 30, 2020 On Loan",316,60,72,352,354,71,75,73,76,74
209937,Quini,30,72,Spain,Granada CF,LB,Granada CF 2017 ~ 2023,"5'10""",163lbs,Right,"Jul 1, 2017",2017 ~ 2023,315,62,69,322,358,73,59,54,66,63
210007,André Ramalho,28,74,Brazil,FC Red Bull Salzburg,CB,FC Red Bull Salzburg 2018 ~ 2022,"6'0""",172lbs,Right,"Jan 1, 2018",2018 ~ 2022,292,80,73,331,307,55,76,89,74,72
210016,Diego Lopes,26,73,Brazil,Rio Ave FC,CAM,Rio Ave FC 2018 ~ 2023,"5'7""",141lbs,Right,"Jan 16, 2018",2018 ~ 2023,332,55,76,351,379,69,72,49,80,34
210111,José Rodríguez,25,70,Spain,Málaga CF,CM,Málaga CF 2019 ~ 2022,"5'11""",165lbs,Right,"Aug 18, 2019",2019 ~ 2022,314,62,71,332,297,55,67,72,68,74
210212,Garry Rodrigues,29,76,Cape Verde,Fenerbahçe SK,LM,"Fenerbahçe SK Jun 30, 2021 On Loan","5'8""",154lbs,Right,"Jan 7, 2019","Jun 30, 2021 On Loan",343,56,72,353,414,82,76,66,90,60
210243,Ricardo Pereira,26,85,Portugal,Leicester City,RB,Leicester City 2018 ~ 2023,"5'9""",154lbs,Right,"Jun 9, 2018",2018 ~ 2023,352,65,83,372,410,84,74,75,88,69
210257,Ederson,26,88,Brazil,Manchester City,GK,Manchester City 2017 ~ 2024,"6'2""",190lbs,Left,"Jul 1, 2017",2017 ~ 2024,123,14,57,157,322,64,70,66,41,78
210258,Renato Santos,28,69,Portugal,Málaga CF,RM,Málaga CF 2018 ~ 2021,"5'9""",154lbs,Right,"Jul 20, 2018",2018 ~ 2021,305,51,63,338,375,77,69,35,62,64
210282,Bruno Peres,30,77,Brazil,Roma,RB,Roma 2016 ~ 2021,"5'10""",159lbs,Right,"Aug 16, 2016",2016 ~ 2021,331,60,73,348,402,84,80,68,85,67
210365,Jonatan Lucca,26,70,Brazil,Farense,CM,Farense 2020 ~ 2022,"6'0""",181lbs,Right,"Jan 13, 2020",2020 ~ 2022,312,61,72,347,278,55,69,56,81,78
210377,João Teixeira,27,75,Portugal,Feyenoord,CAM,Feyenoord 2020 ~ 2022,"5'10""",152lbs,Right,"Sep 4, 2020",2020 ~ 2022,303,46,76,344,363,72,75,50,64,60
210385,Rui Silva,26,79,Portugal,Granada CF,GK,Granada CF 2017 ~ 2021,"6'3""",201lbs,Right,"Jan 27, 2017",2017 ~ 2021,92,14,25,107,190,31,56,62,27,66
210411,Otávio,25,80,Brazil,FC Porto,CAM,FC Porto 2014 ~ 2021,"5'8""",157lbs,Right,"Sep 1, 2014",2014 ~ 2021,343,56,77,398,398,78,73,45,74,58
210427,Fábio Nunes,27,68,Portugal,Farense,LM,Farense 2018 ~ 2021,"6'1""",172lbs,Left,"Jul 17, 2018",2018 ~ 2021,299,43,66,326,365,75,67,58,69,70
210441,Fran Sol,28,73,Spain,Dynamo Kyiv,ST,Dynamo Kyiv 2019 ~ 2023,"5'11""",170lbs,Right,"Jan 31, 2019",2019 ~ 2023,322,78,65,307,341,67,79,82,69,73
210514,João Cancelo,26,83,Portugal,Manchester City,RWB,Manchester City 2019 ~ 2025,"6'0""",163lbs,Right,"Aug 7, 2019",2019 ~ 2025,352,68,81,395,409,87,80,72,89,60
210520,Edgar Ié,26,72,Portugal,Trabzonspor,CB,Trabzonspor 2019 ~ 2022,"6'0""",150lbs,Right,"Aug 6, 2019",2019 ~ 2022,266,63,68,301,364,78,66,86,70,72
210533,João Schmidt,27,71,Brazil,Nagoya Grampus,CM,Nagoya Grampus 2020 ~ 2024,"6'0""",183lbs,Left,"Feb 1, 2020",2020 ~ 2024,329,70,75,370,275,50,77,74,63,87
210555,Miguel Rodrigues,26,70,Portugal,Rio Ave FC,CB,Rio Ave FC 2018 ~ 2022,"6'2""",168lbs,Right,"Jul 1, 2018",2018 ~ 2022,221,71,61,216,307,59,47,73,33,73
210556,Lucas João,26,71,Portugal,Reading,ST,Reading 2019 ~ 2023,"6'4""",176lbs,Right,"Aug 6, 2019",2019 ~ 2023,315,70,62,280,311,64,78,61,64,86
210617,Samu Castillejo,25,79,Spain,Milan,CAM,Milan 2018 ~ 2023,"6'0""",148lbs,Left,"Aug 17, 2018",2018 ~ 2023,334,43,79,391,399,84,78,61,59,49
210679,Paulo Oliveira,28,76,Portugal,SD Eibar,CB,SD Eibar 2017 ~ 2021,"6'2""",181lbs,Right,"Jul 17, 2017",2017 ~ 2021,241,77,67,253,288,59,61,85,69,78
210736,Emerson,25,79,Italy,Chelsea,LWB,Chelsea 2018 ~ 2022,"5'9""",174lbs,Left,"Jan 30, 2018",2018 ~ 2022,317,60,77,349,390,83,80,67,74,57
210743,Leandrinho,25,67,Brazil,Vitória de Setúbal,CAM,Vitória de Setúbal 2019 ~ 2022,"5'10""",154lbs,Right,"Sep 2, 2019",2019 ~ 2022,294,49,71,345,351,68,67,55,51,63
210822,Douglas Santos,24,77,Brazil,Hamburger SV,LWB,Hamburger SV 2016 ~ 2021,"5'9""",154lbs,Left,"Aug 31, 2016",2016 ~ 2021,310,60,69,356,393,78,76,71,79,50
210862,Ricardo Ferreira,27,69,Portugal,Os Belenenses,CB,Os Belenenses 2020 ~ 2024,"6'3""",170lbs,Right,"Jan 31, 2020",2020 ~ 2024,226,74,63,212,266,55,46,43,31,76
210868,José Mari,32,70,Spain,Cádiz CF,CDM,Cádiz CF 2016 ~ 2022,"5'11""",152lbs,Right,"Aug 16, 2016",2016 ~ 2022,298,57,68,327,339,70,75,79,74,73
210930,Carles Gil,27,76,Spain,New England Revolution,RM,New England Revolution 2019 ~ 2024,"5'7""",146lbs,Left,"Feb 13, 2019",2019 ~ 2024,332,34,79,373,351,64,63,60,83,57
211022,Rubén García,26,79,Spain,CA Osasuna,LM,CA Osasuna 2018 ~ 2023,"5'7""",157lbs,Left,"Aug 20, 2018",2018 ~ 2023,351,56,80,390,398,85,76,65,69,49
211101,Rubén Blanco,24,76,Spain,RC Celta,GK,RC Celta 2012 ~ 2023,"6'2""",154lbs,Right,"Jul 1, 2012",2012 ~ 2023,105,15,35,87,281,54,55,62,44,35
211107,Frederico Venâncio,27,75,Portugal,Vitória Guimarães,CB,Vitória Guimarães 2018 ~ 2022,"6'1""",179lbs,Right,"Jul 7, 2018",2018 ~ 2022,237,75,66,224,308,62,53,81,43,78
211119,Pedro Santos,32,74,Portugal,Columbus Crew SC,CAM,Columbus Crew SC 2017 ~ 2020,"5'8""",143lbs,Left,"Aug 8, 2017",2017 ~ 2020,341,60,73,368,375,79,77,68,72,53
211241,Rubén Peña,28,80,Spain,Villarreal CF,RB,Villarreal CF 2019 ~ 2024,"5'7""",143lbs,Right,"Jul 4, 2019",2019 ~ 2024,367,72,77,344,405,78,75,69,78,66
211243,Nono,29,69,Spain,CD Tenerife,LM,CD Tenerife 2020 ~ 2022,"5'7""",154lbs,Right,"Sep 15, 2020",2020 ~ 2022,327,64,68,333,392,79,77,70,72,57
211314,Nico Hidalgo,27,65,Spain,Racing Santander,RM,Racing Santander 2019 ~ 2021,"5'9""",141lbs,Right,"Jul 26, 2019",2019 ~ 2021,265,44,62,303,369,78,64,70,63,62
211323,Pol García,25,69,Spain,Sint-Truidense VV,CB,Sint-Truidense VV 2018 ~ 2021,"6'0""",165lbs,Left,"Jul 11, 2018",2018 ~ 2021,254,69,65,323,314,60,49,75,60,68
211368,Bruma,25,76,Portugal,PSV,LM,PSV 2019 ~ 2024,"5'8""",154lbs,Right,"Jul 1, 2019",2019 ~ 2024,323,53,74,371,426,92,78,72,77,55
211461,Luiz Phellype,26,74,Brazil,Sporting CP,ST,Sporting CP 2019 ~ 2024,"6'2""",183lbs,Right,"Jan 1, 2019",2019 ~ 2024,358,82,63,314,286,55,85,67,73,88
211567,Gilberto,27,74,Brazil,SL Benfica,RB,SL Benfica 2020 ~ 2025,"5'10""",163lbs,Right,"Aug 10, 2020",2020 ~ 2025,300,64,72,312,368,78,62,62,72,68
211575,André Gomes,26,79,Portugal,Everton,CM,Everton 2019 ~ 2024,"6'2""",185lbs,Right,"Jun 25, 2019",2019 ~ 2024,350,69,83,390,314,55,81,59,71,79
211706,Pere Pons,27,75,Spain,Deportivo Alavés,CM,Deportivo Alavés 2019 ~ 2022,"5'10""",154lbs,Right,"Jul 4, 2019",2019 ~ 2022,304,58,79,342,338,65,62,64,79,65
212129,Borja López,26,68,Spain,Real Sporting de Gijón,CB,Real Sporting de Gijón 2019 ~ 2022,"6'4""",176lbs,Left,"Aug 6, 2019",2019 ~ 2022,231,63,64,215,246,54,58,64,63,81
212198,Bruno Fernandes,25,87,Portugal,Manchester United,CAM,Manchester United 2020 ~ 2025,"5'10""",152lbs,Right,"Jan 30, 2020",2020 ~ 2025,396,58,88,433,398,78,89,72,94,67
212213,Ricardo Esgaio,27,78,Portugal,SC Braga,RWB,SC Braga 2017 ~ 2024,"5'8""",150lbs,Right,"Jul 1, 2017",2017 ~ 2024,337,56,78,357,379,72,69,73,88,58
212230,Iuri Medeiros,25,69,Portugal,SC Braga,CAM,SC Braga 2020 ~ 2023,"5'9""",146lbs,Left,"Aug 3, 2020",2020 ~ 2023,311,45,68,364,385,77,70,61,45,41
212231,Tobias Figueiredo,26,70,Portugal,Nottingham Forest,CB,Nottingham Forest 2018 ~ 2022,"6'2""",185lbs,Right,"Jul 1, 2018",2018 ~ 2022,206,71,57,217,278,55,60,77,55,83
212261,Brandon Thomas,25,69,Spain,CA Osasuna,CAM,CA Osasuna 2019 ~ 2022,"5'8""",157lbs,Right,"Jul 1, 2019",2019 ~ 2022,314,58,59,316,395,78,72,73,79,62
212267,Ivan Cavaleiro,26,75,Portugal,Fulham,LW,Fulham 2020 ~ 2024,"5'9""",176lbs,Right,"Jan 7, 2020",2020 ~ 2024,340,64,68,346,391,85,78,46,64,74
212369,Eduardo,27,71,Brazil,SC Braga,CAM,SC Braga 2018 ~ 2023,"5'10""",163lbs,Left,"Jul 1, 2018",2018 ~ 2023,325,53,76,359,336,64,70,57,58,57
212406,Jordi,26,70,Brazil,FC Paços de Ferreira,GK,FC Paços de Ferreira 2020 ~ 2022,"6'4""",179lbs,Right,"Aug 26, 2020",2020 ~ 2022,79,12,25,97,236,44,53,57,31,63
212442,José Sá,27,78,Portugal,Olympiacos CFP,GK,Olympiacos CFP 2019 ~ 2023,"6'4""",187lbs,Right,"May 21, 2019",2019 ~ 2023,94,14,30,90,268,42,48,70,34,72
212451,Luís Rocha,27,65,Portugal,Legia Warszawa,LM,Legia Warszawa 2019 ~ 2021,"5'9""",154lbs,Left,"Feb 1, 2019",2019 ~ 2021,284,51,66,336,346,71,72,65,65,65
212462,Alex Telles,27,84,Brazil,FC Porto,LB,FC Porto 2016 ~ 2021,"5'11""",157lbs,Left,"Jul 13, 2016",2016 ~ 2021,371,67,83,417,395,84,87,80,91,68
212474,Tiago Silva,27,72,Portugal,Nottingham Forest,CAM,Nottingham Forest 2019 ~ 2021,"5'7""",137lbs,Right,"Jul 5, 2019",2019 ~ 2021,317,49,74,361,369,73,78,58,69,39
212602,Diego Llorente,26,76,Spain,Leeds United,CB,Leeds United 2020 ~ 2024,"6'1""",168lbs,Right,"Sep 24, 2020",2020 ~ 2024,277,77,75,273,347,69,45,82,69,76
212623,Santi Mina,24,76,Spain,RC Celta,ST,RC Celta 2019 ~ 2024,"5'11""",170lbs,Right,"Jul 14, 2019",2019 ~ 2024,368,76,71,342,376,74,77,73,74,71
212692,Rony Lopes,24,78,Portugal,OGC Nice,CAM,"OGC Nice Jun 30, 2021 On Loan","5'9""",150lbs,Left,"Aug 14, 2019","Jun 30, 2021 On Loan",322,38,74,380,397,81,77,51,68,58
212710,Joel Pereira,24,66,Portugal,Huddersfield Town,GK,"Huddersfield Town Jun 30, 2021 On Loan","6'2""",154lbs,Right,"Aug 13, 2015","Jun 30, 2021 On Loan",76,11,36,71,227,43,49,54,34,56
212785,Vinícius Araújo,24,69,Brazil,Real Zaragoza,ST,Real Zaragoza 2017 ~ 2018,"5'9""",168lbs,Right,"Sep 1, 2017",2017 ~ 2018,303,72,67,282,358,72,71,77,50,69
212814,João Mário,27,80,Portugal,Inter,CM,Inter 2016 ~ 2022,"5'10""",161lbs,Right,"Aug 28, 2016",2016 ~ 2022,348,55,84,389,369,71,76,62,77,65
212823,Gabriel Barbosa,22,81,Brazil,Inter,CF,Inter 2016 ~ 2024,"5'10""",150lbs,Left,"Aug 30, 2016",2016 ~ 2024,384,74,75,361,409,79,81,76,83,59
212831,Alisson,27,90,Brazil,Liverpool,GK,Liverpool 2018 ~ 2024,"6'3""",201lbs,Right,"Jul 19, 2018",2018 ~ 2024,114,19,45,138,268,56,64,52,32,78
212889,Josué Sá,27,72,Portugal,SD Huesca,CB,"SD Huesca Jun 30, 2020 On Loan","6'2""",172lbs,Right,"Aug 31, 2017","Jun 30, 2020 On Loan",235,72,64,266,280,40,48,54,71,76
212911,Hernâni,28,76,Portugal,Levante UD,RM,Levante UD 2019 ~ 2022,"5'10""",152lbs,Left,"Jul 2, 2019",2019 ~ 2022,328,55,70,365,415,92,77,63,66,58
212955,Jorginho,27,70,Brazil,Al Qadisiyah,CAM,Al Qadisiyah 2018 ~ 2023,"6'0""",143lbs,Right,"Jul 1, 2018",2018 ~ 2023,298,50,72,338,349,69,58,60,74,42
213374,Aderllan Santos,31,76,Brazil,Rio Ave FC,CB,Rio Ave FC 2019 ~ 2022,"6'4""",185lbs,Right,"Aug 13, 2019",2019 ~ 2022,257,74,61,260,277,55,77,58,75,81
213516,Ricardo Horta,25,79,Portugal,SC Braga,CAM,SC Braga 2017 ~ 2024,"5'8""",139lbs,Right,"Jul 19, 2017",2017 ~ 2024,363,51,77,380,408,82,78,62,85,40
213556,Somália,30,70,Brazil,Al Shabab,RM,Al Shabab 2018 ~ 2020,"5'11""",161lbs,Right,"Aug 19, 2018",2018 ~ 2020,312,45,69,315,370,75,69,57,82,73
213557,João Pedro,27,66,Portugal,CD Tondela,CDM,CD Tondela 2020 ~ 2022,"5'10""",152lbs,Right,"Jan 10, 2020",2020 ~ 2022,297,62,68,289,340,66,78,73,74,62
213795,Kiki,23,64,Portugal,Os Belenenses,LWB,Os Belenenses 2019 ~ 2023,"5'11""",163lbs,Left,"Jan 31, 2019",2019 ~ 2023,272,60,64,266,327,68,61,65,63,68
213874,Thiago Mendes,28,77,Brazil,Olympique Lyonnais,CDM,Olympique Lyonnais 2019 ~ 2023,"5'10""",176lbs,Right,"Jul 3, 2019",2019 ~ 2023,326,59,80,377,374,69,78,69,85,69
213917,Fábio Cardoso,26,72,Portugal,Santa Clara,CB,Santa Clara 2018 ~ 2022,"6'2""",174lbs,Right,"Jul 30, 2018",2018 ~ 2022,217,72,65,226,315,62,60,76,75,79
213951,Helton Leite,29,75,Brazil,SL Benfica,GK,SL Benfica 2020 ~ 2025,"6'5""",203lbs,Right,"Aug 8, 2020",2020 ~ 2025,69,12,27,71,192,30,51,47,30,60
213956,Adama Traoré,24,79,Spain,Wolverhampton Wanderers,RM,Wolverhampton Wanderers 2018 ~ 2023,"5'10""",159lbs,Right,"Aug 8, 2018",2018 ~ 2023,309,40,72,338,432,97,78,79,77,87
214048,Douglas Coutinho,22,71,Brazil,SC Braga,ST,SC Braga 2016 ~ 2022,"6'0""",157lbs,Right,"Aug 31, 2016",2016 ~ 2022,312,67,60,314,399,78,69,64,67,60
215399,Rúben Vezo,26,77,Portugal,Levante UD,CB,Levante UD 2019 ~ 2024,"6'0""",176lbs,Right,"Jul 1, 2019",2019 ~ 2024,312,74,70,283,365,74,59,82,72,77
215421,Deyverson,29,74,Brazil,Deportivo Alavés,ST,Deportivo Alavés 2020 ~ 2020,"6'2""",170lbs,Left,"Sep 1, 2020",2020 ~ 2020,341,78,60,268,340,70,74,82,68,73
215553,Henrique Dourado,30,73,Brazil,Henan Jianye FC,ST,Henan Jianye FC 2019 ~ 2020,"6'1""",176lbs,Left,"Feb 28, 2019",2019 ~ 2020,353,81,70,278,341,67,74,81,77,76
215559,Lucas Evangelista,24,75,Brazil,Vitória Guimarães,CAM,"Vitória Guimarães Jun 30, 2020 On Loan","5'11""",146lbs,Left,"Jul 27, 2018","Jun 30, 2020 On Loan",317,49,77,363,350,65,73,48,72,57
215590,Ayoze Pérez,26,79,Spain,Leicester City,RW,Leicester City 2019 ~ 2023,"5'10""",159lbs,Right,"Jul 4, 2019",2019 ~ 2023,378,75,77,352,401,79,72,73,79,55
215615,Maikel Mesa,29,65,Spain,UD Las Palmas,ST,UD Las Palmas 2018 ~ 2022,"6'2""",174lbs,Right,"Aug 17, 2018",2018 ~ 2022,314,66,66,309,346,70,70,70,72,75
215639,Kenedy,24,76,Brazil,Granada CF,LM,"Granada CF Jun 30, 2021 On Loan","6'0""",170lbs,Left,"Aug 22, 2015","Jun 30, 2021 On Loan",334,66,72,357,371,76,75,68,67,67
215644,Burgui,26,73,Spain,Deportivo Alavés,LM,Deportivo Alavés 2017 ~ 2021,"6'0""",165lbs,Right,"Jul 11, 2017",2017 ~ 2021,326,55,74,362,347,72,65,55,64,63
215665,Filipe Ferreira,29,72,Portugal,CD Tondela,LB,CD Tondela 2019 ~ 2021,"5'10""",159lbs,Left,"Jul 13, 2019",2019 ~ 2021,285,56,68,319,360,74,66,73,73,65
215703,Marlon,24,72,Brazil,Sassuolo,CB,Sassuolo 2018 ~ 2023,"6'0""",176lbs,Right,"Aug 16, 2018",2018 ~ 2023,258,71,71,306,311,63,61,61,62,75
215792,Jemerson,27,73,Brazil,AS Monaco,CB,AS Monaco 2016 ~ 2025,"6'0""",170lbs,Right,"Jan 31, 2016",2016 ~ 2025,243,74,65,225,304,62,55,79,67,78
216194,Dani García,30,79,Spain,Athletic Club de Bilbao,CDM,Athletic Club de Bilbao 2018 ~ 2022,"5'11""",176lbs,Right,"Jul 2, 2018",2018 ~ 2022,306,46,84,350,320,51,72,64,91,80
216201,Iñaki Williams,26,81,Spain,Athletic Club de Bilbao,ST,Athletic Club de Bilbao 2012 ~ 2028,"6'1""",174lbs,Right,"Aug 1, 2012",2012 ~ 2028,376,73,74,352,406,93,85,88,83,82
216283,Danilo,28,75,Brazil,VfL Bochum 1848,LB,VfL Bochum 1848 2017 ~ 2024,"5'7""",159lbs,Left,"Jul 1, 2017",2017 ~ 2024,307,60,70,327,389,77,68,80,79,65
216373,Marcelo Goiano,32,78,Brazil,Sivasspor,RB,Sivasspor 2019 ~ 2021,"5'9""",150lbs,Right,"Jul 1, 2019",2019 ~ 2021,290,67,75,314,378,75,71,73,86,64
216376,Marco Sangalli,28,70,Spain,Real Oviedo,RM,Real Oviedo 2019 ~ 2021,"5'10""",146lbs,Right,"Jul 1, 2019",2019 ~ 2021,307,44,66,309,369,74,70,57,81,65
216391,Erik,25,73,Brazil,Yokohama F. Marinos,CF,Yokohama F. Marinos 2020 ~ 2020,"5'7""",143lbs,Right,"Aug 1, 2020",2020 ~ 2020,330,61,71,311,393,84,73,77,68,55
216437,Wallace,25,74,Brazil,Lazio,CB,Lazio 2016 ~ 2021,"6'3""",187lbs,Right,"Jul 28, 2016",2016 ~ 2021,225,75,59,209,286,63,40,71,51,80
216447,Álvaro García,27,72,Spain,Rayo Vallecano,LM,Rayo Vallecano 2018 ~ 2023,"5'6""",130lbs,Left,"Aug 23, 2018",2018 ~ 2023,303,57,65,306,442,93,65,92,71,31
216452,Gonçalo Paciência,25,77,Portugal,FC Schalke 04,ST,"FC Schalke 04 Jun 30, 2021 On Loan","6'0""",174lbs,Right,"Jul 12, 2018","Jun 30, 2021 On Loan",345,84,69,317,339,62,77,76,75,78
216466,Wendell,26,77,Brazil,Bayer 04 Leverkusen,LB,Bayer 04 Leverkusen 2014 ~ 2022,"5'10""",159lbs,Left,"Jul 1, 2014",2014 ~ 2022,274,53,77,364,379,84,60,69,77,64
216531,Paulinho,27,79,Portugal,SC Braga,ST,SC Braga 2017 ~ 2023,"6'2""",181lbs,Left,"Jul 1, 2017",2017 ~ 2023,379,85,68,312,348,66,80,82,82,82
216655,Bastos,28,77,Angola,Lazio,CB,Lazio 2016 ~ 2021,"5'11""",170lbs,Right,"Aug 17, 2016",2016 ~ 2021,241,74,70,258,366,79,49,69,59,80
216755,Abner,24,66,Brazil,Farense,LWB,Farense 2020 ~ 2023,"5'10""",161lbs,Left,"Sep 3, 2020",2020 ~ 2023,242,52,55,266,374,75,71,73,67,61
216778,Rúben Semedo,26,75,Portugal,Olympiacos CFP,CB,Olympiacos CFP 2019 ~ 2023,"6'2""",185lbs,Right,"Jul 1, 2019",2019 ~ 2023,278,74,72,237,322,66,70,77,71,80
216815,Flávio,25,67,Brazil,Gençlerbirliği SK,CB,Gençlerbirliği SK 2016 ~ 2021,"6'3""",190lbs,Right,"Jul 29, 2016",2016 ~ 2021,196,68,55,178,241,46,43,66,56,80
217036,Álex Moreno,27,77,Spain,Real Betis,LB,Real Betis 2019 ~ 2024,"5'10""",150lbs,Left,"Aug 21, 2019",2019 ~ 2024,332,60,73,343,415,87,61,62,93,51
217565,Jubal,26,70,Brazil,AJ Auxerre,CB,AJ Auxerre 2020 ~ 2022,"6'3""",181lbs,Right,"Sep 7, 2020",2020 ~ 2022,217,72,64,207,288,55,42,86,58,74
217731,Sandro,24,73,Spain,Everton,ST,Everton 2017 ~ 2021,"5'9""",157lbs,Right,"Jul 3, 2017",2017 ~ 2021,341,62,68,373,359,70,84,67,55,66
218623,Cafú,27,70,Portugal,Olympiacos CFP,ST,Olympiacos CFP 2020 ~ 2022,"6'1""",181lbs,Right,"Jan 31, 2020",2020 ~ 2022,326,69,69,304,325,69,82,63,85,82
218667,Bernardo Silva,25,87,Portugal,Manchester City,RW,Manchester City 2017 ~ 2025,"5'8""",141lbs,Left,"Jul 1, 2017",2017 ~ 2025,371,51,86,411,434,85,76,51,93,54
218737,Gabriel,32,65,Brazil,Gaz Metan Mediaş,RB,Gaz Metan Mediaş 2020 ~ 2021,"5'9""",154lbs,Right,"Jan 25, 2020",2020 ~ 2021,264,56,61,253,354,70,56,63,70,69
