ID,Name,Age,OVA,Nationality,Club,BP,foot,Attacking,Heading Accuracy,Short Passing,Skill,Movement,Acceleration,Shot Power,Jumping,Stamina,Strength,Height_cm,Weight_kg,Contract_Years,total_injuries,total_days_missed,total_games_missed,avg_days_per_injury,injury_risk_score,latest_market_val,latest_season,avg_sentiment,sentiment_label,sentiment_count
256732,Famana Quizera,18,62,Portugal,Borussia Mönchengladbach,CAM,Right,271,45,64,316,337,64,60,60.0,54,35,170.2,64.9,1.0,3,227,49,75.7,75.7,200000.0,2021.0,0.0,neutral,0.0
256883,Milson,20,65,Angola,Clube Sport Marítimo,RM,Right,264,39,58,305,368,83,59,50.0,53,50,175.3,60.8,4.0,2,17,3,8.5,8.5,300000.0,2020.0,0.0,neutral,0.0
231591,Javi Galán,25,72,Spain,SD Huesca,LB,Left,318,70,76,337,383,79,61,64.0,76,62,172.7,69.9,3.0,2,21,3,10.5,10.5,6000000.0,2021.0,0.0,neutral,0.0
228414,Matheus Pereira,24,76,Brazil,West Bromwich Albion,CAM,Left,335,43,77,370,402,79,74,66.0,71,60,175.3,73.9,2.0,6,154,21,25.7,25.7,15000000.0,2020.0,0.0,neutral,0.0
229896,Jordi Calavera,24,69,Spain,Girona FC,RWB,Right,281,58,61,304,360,75,72,70.0,84,70,182.9,73.9,2.0,4,267,36,66.8,66.8,600000.0,2020.0,0.0,neutral,0.0
256343,Robson Bambu,22,72,Brazil,OGC Nice,CB,Right,289,72,68,294,345,69,57,75.0,62,69,185.4,68.9,5.0,4,208,30,52.0,52.0,3500000.0,2020.0,0.0,neutral,0.0
228828,Rodri Tarín,23,69,Spain,CD Leganés,CB,Right,232,66,66,236,329,71,59,71.0,53,71,182.9,76.2,3.0,10,922,117,92.2,92.2,1500000.0,2018.0,0.0,neutral,0.0
227127,Álex Remiro,25,80,Spain,Real Sociedad,GK,Right,87,13,34,102,268,40,59,66.0,42,73,190.5,83.0,4.0,2,39,7,19.5,19.5,20000000.0,2019.0,0.0,neutral,0.0
258358,João Victor,21,67,Brazil,CD Nacional,CAM,Right,283,46,64,289,382,86,63,49.0,47,50,177.8,73.0,3.0,4,326,53,81.5,81.5,2000000.0,2020.0,0.0,neutral,0.0
227705,Alan Empereur,26,67,Brazil,Hellas Verona,CB,Left,226,60,62,243,266,61,43,78.0,63,69,185.4,82.1,3.0,7,175,27,25.0,25.0,1000000.0,2021.0,0.0,neutral,0.0
227708,Lucas Tagliapietra,29,67,Brazil,Portimonense SC,CB,Left,211,70,62,189,221,55,38,53.0,63,91,193.0,89.8,2.0,5,208,14,41.6,41.6,300000.0,2021.0,0.0,neutral,0.0
258350,Lucas Silva,22,69,Brazil,FC Paços de Ferreira,RW,Right,306,44,62,302,369,86,74,44.0,55,51,175.3,66.2,3.0,3,301,38,100.3,100.3,1400000.0,2020.0,0.0,neutral,0.0
232253,Lucas Fernandes,26,69,Brazil,Hokkaido Consadole Sapporo,RM,Right,310,51,61,291,389,86,64,60.0,63,57,175.3,64.9,1.0,11,691,105,62.8,62.8,2000000.0,2019.0,0.0,neutral,0.0
229862,Edu Expósito,23,76,Spain,SD Eibar,CM,Right,292,46,80,315,315,62,68,47.0,68,53,177.8,67.1,5.0,2,319,39,159.5,159.5,3500000.0,2019.0,0.0,neutral,0.0
255524,Danny Henriques,22,62,Portugal,Os Belenenses,CB,Left,207,57,61,184,263,55,37,70.0,59,66,185.4,81.2,3.0,1,11,1,11.0,11.0,300000.0,2019.0,0.0,neutral,0.0
229882,Eduardo Henrique,25,71,Brazil,Crotone,CAM,Right,324,57,73,357,334,69,73,71.0,70,74,185.4,76.2,4.0,1,7,1,7.0,7.0,1700000.0,2021.0,0.0,neutral,0.0
227890,Nuno Santos,25,76,Portugal,Sporting CP,LM,Left,343,57,70,377,385,82,83,56.0,73,63,177.8,73.0,5.0,11,785,113,71.4,71.4,1500000.0,2021.0,0.0,neutral,0.0
256958,Fábio Vieira,20,66,Portugal,FC Porto,CAM,Left,290,43,73,333,337,69,69,45.0,54,43,175.3,63.0,3.0,5,175,25,35.0,35.0,9000000.0,2019.0,0.0,neutral,0.0
256044,Pedro Amador,21,63,Portugal,Moreirense FC,LB,Left,252,49,60,303,339,69,56,56.0,58,56,180.3,69.9,4.0,5,376,46,75.2,75.2,800000.0,2020.0,0.0,neutral,0.0
227990,Josep Señé,28,67,Spain,C.D. Castellón,CAM,Right,305,61,70,322,320,61,48,53.0,43,58,182.9,72.1,4.0,1,67,4,67.0,67.0,400000.0,2021.0,0.0,neutral,0.0
232132,Joaquín,24,74,Spain,Real Valladolid CF,CB,Right,274,74,72,288,294,64,59,78.0,69,77,190.5,72.1,5.0,14,278,49,19.9,19.9,1500000.0,2020.0,0.0,neutral,0.0
257160,Lucas Felippe,20,63,Brazil,Hellas Verona,CAM,Left,273,51,70,301,337,66,68,51.0,54,53,177.8,69.9,3.0,5,102,12,20.4,20.4,150000.0,2021.0,0.0,neutral,0.0
256058,Pablo Pérez,18,61,Spain,Sevilla FC,LB,Left,226,53,49,226,332,66,38,52.0,66,58,170.2,64.9,2.0,21,763,106,36.3,36.3,1200000.0,2020.0,0.0,neutral,0.0
253146,Kaique Rocha,19,60,Brazil,Sampdoria,CB,Right,214,57,37,210,265,60,35,64.0,64,86,195.6,89.8,5.0,1,25,5,25.0,25.0,800000.0,2021.0,0.0,neutral,0.0
228144,Jorge Pombo,26,69,Spain,Cádiz CF,RM,Right,328,61,69,344,349,69,75,66.0,82,85,177.8,76.2,3.0,3,67,9,22.3,22.3,1000000.0,2021.0,0.0,neutral,0.0
228321,Sergi Palencia,24,72,Spain,CD Leganés,RWB,Right,284,57,70,301,364,77,68,57.0,75,67,167.6,67.1,4.0,7,354,48,50.6,50.6,2800000.0,2020.0,0.0,neutral,0.0
256097,Javi López,18,61,Spain,Deportivo Alavés,LB,Left,208,52,52,183,317,71,23,56.0,64,58,182.9,74.8,2.0,15,692,84,46.1,46.1,1200000.0,2020.0,0.0,neutral,0.0
228326,Brian Oliván,26,70,Spain,RCD Mallorca,LWB,Left,294,59,62,308,351,72,63,61.0,92,67,177.8,73.0,2.0,2,89,14,44.5,44.5,1000000.0,2020.0,0.0,neutral,0.0
256125,Leandro Silva,21,64,Brazil,Rio Ave FC,CAM,Left,286,44,60,317,353,74,68,43.0,58,43,175.3,67.1,6.0,1,244,38,244.0,244.0,425000.0,2021.0,0.0,neutral,0.0
257079,Jabez Makanda,18,60,Angola,Eintracht Frankfurt,ST,Right,285,59,56,271,322,69,63,63.0,53,64,185.4,79.8,1.0,2,116,10,58.0,58.0,100000.0,2021.0,0.0,neutral,0.0
235450,Domingos Quina,20,68,Portugal,Watford,CAM,Right,271,34,69,317,367,74,68,50.0,63,42,175.3,66.2,4.0,8,249,31,31.1,31.1,3000000.0,2021.0,0.0,neutral,0.0
234128,Luiz Araújo,24,76,Brazil,LOSC Lille,CAM,Left,316,54,71,360,416,86,72,55.0,66,42,175.3,69.9,5.0,4,153,29,38.2,38.2,10000000.0,2021.0,0.0,neutral,0.0
241629,Rogério,22,70,Brazil,Sassuolo,LWB,Left,295,60,64,322,354,78,59,66.0,62,54,177.8,69.9,4.0,17,777,89,45.7,45.7,6000000.0,2019.0,0.0,neutral,0.0
247010,Robinho,25,66,Brazil,Orlando City SC,RM,Right,267,42,61,311,391,87,61,66.0,62,44,165.1,67.1,1.0,17,784,140,46.1,46.1,1000000.0,2020.0,0.0,neutral,0.0
246929,Gerson Rodrigues,25,68,Luxembourg,Dynamo Kyiv,ST,Right,309,66,63,284,315,85,67,61.0,73,90,190.5,81.2,5.0,8,160,28,20.0,20.0,3000000.0,2021.0,0.0,neutral,0.0
246928,Iván Martín,21,61,Spain,CD Mirandés,CAM,Left,274,39,66,309,288,60,49,50.0,52,42,177.8,69.9,4.0,4,471,27,117.8,117.8,800000.0,2021.0,0.0,neutral,0.0
246918,Jaume Grau,23,67,Spain,CD Tondela,CM,Left,297,58,72,292,309,58,65,58.0,58,64,182.9,69.9,4.0,2,64,9,32.0,32.0,800000.0,2021.0,0.0,neutral,0.0
246844,Carlos Neva,24,76,Spain,Granada CF,LB,Left,293,65,70,273,374,78,64,58.0,68,61,175.3,64.0,5.0,3,282,25,94.0,94.0,4000000.0,2019.0,0.0,neutral,0.0
246834,Rúben Macedo,24,65,Portugal,Clube Sport Marítimo,CAM,Right,265,31,62,324,377,74,70,70.0,65,56,170.2,67.1,2.0,3,144,19,48.0,48.0,300000.0,2020.0,0.0,neutral,0.0
246785,Bryan Gil,19,65,Spain,Sevilla FC,CAM,Left,284,34,62,303,344,70,64,51.0,44,30,175.3,64.9,3.0,8,335,45,41.9,41.9,30000000.0,2021.0,0.0,neutral,0.0
246748,Aihen Muñoz,22,73,Spain,Real Sociedad,LB,Left,296,65,69,307,376,79,55,65.0,69,66,175.3,68.0,5.0,3,298,35,99.3,99.3,6000000.0,2019.0,0.0,neutral,0.0
241720,André Pereira,25,71,Portugal,Rio Ave FC,ST,Left,339,72,68,295,316,60,74,67.0,52,76,188.0,82.1,4.0,6,498,64,83.0,83.0,700000.0,2020.0,0.0,neutral,0.0
241119,Dani Martín,21,70,Spain,Real Betis,GK,Right,85,13,30,90,256,48,50,64.0,30,66,188.0,77.1,5.0,4,275,42,68.8,68.8,2000000.0,2021.0,0.0,neutral,0.0
241811,Sergio Gómez,19,68,Spain,SD Huesca,CAM,Left,312,43,75,355,363,73,66,52.0,49,32,170.2,68.0,4.0,2,45,5,22.5,22.5,3000000.0,2021.0,0.0,neutral,0.0
241856,Manu Morlanes,21,72,Spain,UD Almería,CM,Right,317,55,78,357,338,67,63,60.0,62,62,177.8,74.8,4.0,9,442,50,49.1,49.1,5000000.0,2021.0,0.0,neutral,0.0
241976,Tiago Sá,25,73,Portugal,SC Braga,GK,Right,57,10,16,98,273,45,50,76.0,26,67,185.4,78.0,7.0,1,92,18,92.0,92.0,1000000.0,2015.0,0.0,neutral,0.0
242201,Luis Milla,25,76,Spain,Granada CF,CM,Right,298,48,78,368,380,79,73,71.0,88,67,175.3,67.1,4.0,6,373,47,62.2,62.2,4000000.0,2020.0,0.0,neutral,0.0
242236,Ferro,23,77,Portugal,SL Benfica,CB,Right,231,77,70,254,274,55,81,66.0,77,77,190.5,78.0,8.0,3,178,22,59.3,59.3,5000000.0,2021.0,0.0,neutral,0.0
242269,Felipe Curcio,25,69,Brazil,US Salernitana 1919,LWB,Left,311,65,71,373,340,74,73,72.0,72,70,185.4,81.2,0.0,9,254,44,28.2,28.2,350000.0,2021.0,0.0,neutral,0.0
242359,Jorge Fernandes,23,66,Portugal,Vitória Guimarães,CB,Right,222,66,51,221,209,41,61,63.0,61,80,190.5,91.2,5.0,8,486,60,60.8,60.8,3000000.0,2020.0,0.0,neutral,0.0
246279,Iván Martos,23,69,Spain,UD Almería,LB,Left,244,64,62,242,342,76,48,63.0,62,71,182.9,68.0,8.0,1,302,28,302.0,302.0,400000.0,2021.0,0.0,neutral,0.0
241179,Cristian Rivero,22,67,Spain,Valencia CF,GK,Right,62,10,22,73,194,25,47,65.0,23,55,188.0,74.8,6.0,1,44,6,44.0,44.0,300000.0,2020.0,0.0,neutral,0.0
241071,Moreto Cassamá,22,65,Guinea Bissau,Stade de Reims,CAM,Right,289,54,69,321,389,75,65,70.0,69,32,165.1,63.0,5.0,2,71,10,35.5,35.5,3500000.0,2018.0,0.0,neutral,0.0
240046,João Victor,26,75,Brazil,VfL Wolfsburg,LM,Right,327,54,72,320,402,87,73,42.0,76,61,177.8,72.1,4.0,4,326,53,81.5,81.5,3000000.0,2021.0,0.0,neutral,0.0
240415,André Sousa,21,67,Portugal,Vitória de Setúbal,LB,Left,264,53,61,298,369,68,62,68.0,67,62,175.3,67.1,6.0,6,201,27,33.5,33.5,1200000.0,2020.0,0.0,neutral,0.0
240130,Éder Militão,22,80,Brazil,Real Madrid,CB,Right,301,77,70,310,373,77,62,85.0,85,77,185.4,78.0,6.0,12,588,118,49.0,49.0,40000000.0,2019.0,0.0,neutral,0.0
240131,Gabrielzinho,24,70,Brazil,Rio Ave FC,RM,Right,308,62,65,283,428,89,73,64.0,60,44,170.2,64.0,5.0,3,81,11,27.0,27.0,500000.0,2020.0,0.0,neutral,0.0
248386,Gustavo Assunção,20,74,Brazil,Famalicão,CDM,Right,286,54,72,337,362,68,70,70.0,90,63,177.8,68.0,5.0,6,90,13,15.0,15.0,7000000.0,2021.0,0.0,neutral,0.0
248069,Javi Navarro,23,66,Spain,Albacete BP,RM,Right,277,41,62,295,345,74,55,51.0,56,54,182.9,68.9,4.0,6,168,16,28.0,28.0,150000.0,2020.0,0.0,neutral,0.0
240135,Nuno Macedo,20,64,Portugal,Moreirense FC,GK,Right,65,13,25,75,209,29,51,72.0,27,43,182.9,78.0,3.0,1,107,13,107.0,107.0,100000.0,2021.0,0.0,neutral,0.0
240136,João Tavares,19,63,Portugal,SC Braga,CAM,Right,268,52,68,309,352,68,75,61.0,71,56,175.3,69.9,4.0,1,331,37,331.0,331.0,475000.0,2018.0,0.0,neutral,0.0
240175,Bruno Jordão,21,62,Portugal,Famalicão,CAM,Right,274,57,66,287,322,65,63,58.0,60,57,180.3,73.0,4.0,5,477,63,95.4,95.4,2500000.0,2021.0,0.0,neutral,0.0
247729,André Almeida,20,63,Portugal,Vitória Guimarães,CAM,Right,281,58,67,300,342,62,61,71.0,67,49,175.3,69.9,6.0,14,656,105,46.9,46.9,2000000.0,2020.0,0.0,neutral,0.0
247328,Unai Vencedor,19,65,Spain,Athletic Club de Bilbao,CM,Right,277,52,68,358,336,68,70,64.0,69,68,175.3,71.2,5.0,3,49,10,16.3,16.3,7500000.0,2020.0,0.0,neutral,0.0
241013,Adrián López,21,64,Spain,RCD Espanyol,GK,Right,66,13,30,87,193,28,47,59.0,25,45,185.4,73.0,4.0,10,464,86,46.4,46.4,1000000.0,2020.0,0.0,neutral,0.0
240458,Ander Guevara,22,72,Spain,Real Sociedad,CM,Right,293,50,76,337,311,58,47,61.0,72,58,180.3,73.0,7.0,5,191,27,38.2,38.2,7500000.0,2019.0,0.0,neutral,0.0
240654,Carles Pérez,22,73,Spain,Roma,CAM,Left,320,53,74,337,383,82,82,59.0,66,64,172.7,74.8,2.0,15,167,26,11.1,11.1,8000000.0,2020.0,0.0,neutral,0.0
240938,Junior Messias,29,64,Brazil,Crotone,CF,Left,289,52,64,337,327,68,67,53.0,58,41,177.8,69.9,4.0,15,473,63,31.5,31.5,5000000.0,2021.0,0.0,neutral,0.0
247207,Patrick,19,58,Brazil,FC Midtjylland,CB,Left,207,53,54,206,297,67,41,76.0,63,72,185.4,81.2,1.0,11,929,100,84.5,84.5,1500000.0,2020.0,0.0,neutral,0.0
247188,Víctor Ruiz,26,69,Spain,FC St. Gallen,CAM,Right,287,40,73,344,381,74,63,33.0,70,44,172.7,68.0,4.0,21,391,70,18.6,18.6,2000000.0,2020.0,0.0,neutral,0.0
247180,Abdu Conté,22,68,Portugal,Moreirense FC,CB,Left,260,59,59,265,351,75,70,70.0,73,76,182.9,77.1,4.0,15,533,72,35.5,35.5,1500000.0,2019.0,0.0,neutral,0.0
247118,Lucas Ribeiro,20,64,Brazil,TSG 1899 Hoffenheim,CDM,Right,210,49,68,207,265,55,47,60.0,62,70,190.5,79.8,4.0,1,268,45,268.0,268.0,1500000.0,2020.0,0.0,neutral,0.0
240950,Pedro Gonçalves,22,76,Portugal,Sporting CP,CAM,Right,320,40,78,380,387,75,73,42.0,84,40,172.7,58.1,5.0,9,285,62,31.7,31.7,25000000.0,2020.0,0.0,neutral,0.0
246276,Joaquín,21,66,Spain,SD Huesca,LM,Left,273,44,60,269,358,78,62,45.0,63,53,172.7,59.9,4.0,14,278,49,19.9,19.9,1850000.0,2020.0,0.0,neutral,0.0
246169,Roberto López,20,64,Spain,Real Sociedad,CAM,Left,254,21,69,328,295,51,65,39.0,53,67,177.8,69.9,7.0,1,9,1,9.0,9.0,4000000.0,2021.0,0.0,neutral,0.0
242448,André Silva,21,65,Brazil,Rio Ave FC,LW,Left,290,57,55,257,370,76,59,63.0,59,63,177.8,72.1,4.0,17,516,61,30.4,30.4,1500000.0,2020.0,0.0,neutral,0.0
244363,Daniel Fuzato,22,66,Brazil,Gil Vicente FC,GK,Right,87,21,26,73,167,31,45,37.0,22,55,190.5,88.0,4.0,1,10,2,10.0,10.0,800000.0,2020.0,0.0,neutral,0.0
243792,Iñigo Vicente,22,70,Spain,Athletic Club de Bilbao,CAM,Right,297,49,71,306,369,78,60,63.0,57,53,177.8,68.0,6.0,2,38,8,19.0,19.0,1000000.0,2021.0,0.0,neutral,0.0
245278,Tomás Tavares,19,73,Portugal,SL Benfica,RWB,Right,273,57,66,305,364,78,56,66.0,72,71,188.0,77.1,6.0,3,521,61,173.7,173.7,5500000.0,2021.0,0.0,neutral,0.0
243943,Javi López,19,58,Spain,Elche CF,CAM,Right,264,48,66,283,298,62,63,62.0,54,54,175.3,68.9,4.0,15,692,84,46.1,46.1,2000000.0,2020.0,0.0,neutral,0.0
243993,Enric Gallego,33,73,Spain,CA Osasuna,ST,Left,328,79,65,279,299,64,77,67.0,58,82,188.0,87.1,2.0,3,45,8,15.0,15.0,600000.0,2021.0,0.0,neutral,0.0
244186,Luquinhas,23,72,Brazil,Legia Warszawa,CAM,Right,298,38,72,323,419,82,74,32.0,69,56,170.2,59.9,3.0,1,51,10,51.0,51.0,3500000.0,2019.0,0.0,neutral,0.0
245257,João Lucas,24,69,Portugal,Santa Clara,LB,Left,266,60,67,286,343,73,44,63.0,73,56,180.3,66.2,4.0,6,230,35,38.3,38.3,250000.0,2021.0,0.0,neutral,0.0
244311,Lucas Ribeiro,21,64,Brazil,Sporting de Charleroi,RW,Left,271,39,58,298,355,75,61,69.0,56,62,180.3,69.9,2.0,1,268,45,268.0,268.0,2000000.0,2021.0,0.0,neutral,0.0
244316,Luís Maximiano,21,78,Portugal,Sporting CP,GK,Right,75,8,44,93,277,55,49,63.0,23,68,190.5,82.1,6.0,2,35,5,17.5,17.5,6000000.0,2021.0,0.0,neutral,0.0
244364,Gabriel Brazão,19,66,Brazil,Real Oviedo,GK,Right,62,13,25,74,174,24,44,34.0,21,67,190.5,83.9,4.0,2,364,51,182.0,182.0,600000.0,2020.0,0.0,neutral,0.0
242480,David Sualehe,23,67,Portugal,FC Paços de Ferreira,CB,Left,271,71,58,266,319,66,70,83.0,70,76,182.9,77.1,3.0,1,107,14,107.0,107.0,200000.0,2021.0,0.0,neutral,0.0
245238,Javi Sánchez,23,70,Spain,Real Valladolid CF,CB,Right,211,68,65,205,262,49,38,71.0,66,77,188.0,78.0,4.0,8,539,68,67.4,67.4,2800000.0,2020.0,0.0,neutral,0.0
245226,Gonçalo Cardoso,19,66,Portugal,West Ham United,CB,Left,198,66,55,193,257,52,41,71.0,61,79,188.0,83.0,5.0,3,67,13,22.3,22.3,700000.0,2019.0,0.0,neutral,0.0
245219,Juan Hernández,25,67,Spain,CE Sabadell FC,CAM,Left,286,42,68,309,312,62,55,42.0,50,51,177.8,63.0,4.0,2,318,45,159.0,159.0,400000.0,2021.0,0.0,neutral,0.0
245159,Juan Ibiza,24,66,Spain,CE Sabadell FC,CB,Left,229,66,59,219,292,57,50,69.0,57,65,188.0,78.0,4.0,5,144,20,28.8,28.8,500000.0,2019.0,0.0,neutral,0.0
244416,João Mendes,25,63,Portugal,CD Tondela,CAM,Right,268,48,70,297,318,66,60,58.0,53,70,182.9,76.2,4.0,2,95,8,47.5,47.5,150000.0,2021.0,0.0,neutral,0.0
244516,Gustavo Cascardo,22,66,Brazil,Vitória de Setúbal,RB,Right,232,54,57,284,385,81,66,68.0,69,50,175.3,66.2,1.0,9,138,26,15.3,15.3,150000.0,2018.0,0.0,neutral,0.0
244963,Ivanildo Fernandes,24,73,Portugal,Sporting CP,CB,Left,216,71,60,211,258,55,45,64.0,73,88,193.0,84.8,6.0,3,134,28,44.7,44.7,1000000.0,2021.0,0.0,neutral,0.0
244960,Bruno Costa,23,69,Portugal,FC Paços de Ferreira,CAM,Right,297,46,75,340,353,72,74,46.0,67,57,175.3,64.9,4.0,3,77,12,25.7,25.7,2500000.0,2021.0,0.0,neutral,0.0
243745,Marcelo Freitas,26,64,Brazil,CD Nacional,CAM,Right,300,57,66,324,311,55,70,71.0,85,70,182.9,76.2,3.0,3,92,10,30.7,30.7,200000.0,2020.0,0.0,neutral,0.0
243686,Chiquinho,24,76,Portugal,SL Benfica,CAM,Right,326,36,78,386,382,73,76,34.0,73,41,175.3,68.0,5.0,9,488,62,54.2,54.2,6000000.0,2021.0,0.0,neutral,0.0
243663,Júlio César,25,69,Brazil,CD Nacional,CB,Right,227,70,55,211,231,33,47,67.0,68,83,188.0,81.2,4.0,14,433,92,30.9,30.9,1500000.0,2020.0,0.0,neutral,0.0
243650,David Tavares,21,65,Portugal,Moreirense FC,CAM,Left,264,47,68,286,360,75,74,57.0,68,77,188.0,82.1,4.0,4,687,79,171.8,171.8,600000.0,2021.0,0.0,neutral,0.0
246139,Iñaki Peña,21,65,Spain,FC Barcelona,GK,Right,58,11,26,78,218,33,50,63.0,27,54,182.9,78.0,3.0,5,172,12,34.4,34.4,3000000.0,2021.0,0.0,neutral,0.0
242629,João Moutinho,22,69,Portugal,Orlando City SC,LB,Right,239,61,64,311,332,67,50,72.0,70,65,182.9,69.9,1.0,15,693,115,46.2,46.2,1200000.0,2020.0,0.0,neutral,0.0
246113,Adrià Pedrosa,22,75,Spain,RCD Espanyol,LM,Left,311,59,74,330,400,86,63,62.0,69,59,175.3,68.9,6.0,10,433,61,43.3,43.3,6000000.0,2019.0,0.0,neutral,0.0
242999,Álex Collado,20,65,Spain,FC Barcelona,CAM,Left,284,49,69,317,337,67,63,42.0,43,36,177.8,66.2,3.0,4,222,19,55.5,55.5,4000000.0,2021.0,0.0,neutral,0.0
243016,Alberto Soro,21,70,Spain,Granada CF,CAM,Left,297,49,69,325,384,87,66,52.0,69,61,172.7,63.0,5.0,4,125,20,31.2,31.2,3000000.0,2020.0,0.0,neutral,0.0
243032,Hugo Duro,20,68,Spain,Real Madrid,ST,Left,282,61,54,242,344,74,67,71.0,53,63,180.3,76.2,4.0,4,76,8,19.0,19.0,5000000.0,2021.0,0.0,neutral,0.0
243080,Carlos Isaac,22,65,Spain,Albacete BP,RB,Right,228,62,60,210,291,58,26,44.0,67,67,182.9,73.9,4.0,1,10,1,10.0,10.0,200000.0,2021.0,0.0,neutral,0.0
246070,Iván Jaime,19,62,Spain,Málaga CF,CAM,Right,270,39,66,305,319,70,64,53.0,62,57,180.3,72.1,4.0,2,259,24,129.5,129.5,1000000.0,2020.0,0.0,neutral,0.0
243155,Manu Hernando,21,64,Spain,SD Ponferradina,CB,Right,232,67,60,254,308,59,47,66.0,65,64,182.9,69.9,4.0,4,214,28,53.5,53.5,700000.0,2021.0,0.0,neutral,0.0
243311,Josep Martínez,22,68,Spain,RB Leipzig,GK,Right,60,11,25,64,162,24,48,37.0,42,58,190.5,78.0,4.0,1,121,3,121.0,121.0,2500000.0,2020.0,0.0,neutral,0.0
245639,André Anderson,20,64,Italy,Lazio,CAM,Right,284,50,67,288,331,70,65,51.0,63,47,180.3,74.8,5.0,7,330,65,47.1,47.1,2000000.0,2021.0,0.0,neutral,0.0
243315,Dani Gómez,21,70,Spain,Levante UD,ST,Right,295,62,61,297,362,77,79,64.0,63,75,177.8,68.9,5.0,3,70,4,23.3,23.3,1500000.0,2020.0,0.0,neutral,0.0
245520,Luca Sangalli,25,72,Spain,Real Sociedad,RM,Right,316,49,77,323,367,75,60,61.0,69,60,167.6,73.9,4.0,5,555,87,111.0,111.0,1500000.0,2021.0,0.0,neutral,0.0
243402,Lisandro Semedo,24,68,Cape Verde,Fortuna Sittard,RM,Right,295,54,59,295,381,82,70,59.0,67,70,175.3,73.9,4.0,1,154,23,154.0,154.0,800000.0,2020.0,0.0,neutral,0.0
243431,Miguel Rubio,22,63,Spain,Real Valladolid CF,CB,Right,206,65,59,168,224,45,45,69.0,32,77,190.5,86.2,4.0,2,35,4,17.5,17.5,150000.0,2021.0,0.0,neutral,0.0
243604,Juan Cruz,20,62,Spain,Málaga CF,LM,Left,276,42,58,305,314,72,57,40.0,49,47,175.3,68.0,4.0,5,256,28,51.2,51.2,1850000.0,2020.0,0.0,neutral,0.0
243610,Rodolfo Cardoso,22,63,Portugal,Santa Clara,GK,Right,54,11,17,66,217,21,43,71.0,24,70,185.4,82.1,6.0,1,15,4,15.0,15.0,100000.0,2019.0,0.0,neutral,0.0
240115,Murilo,23,68,Brazil,Lokomotiv Moscow,CB,Right,220,63,70,211,308,62,60,68.0,73,73,188.0,78.0,4.0,18,882,92,49.0,49.0,1500000.0,2020.0,0.0,neutral,0.0
240044,Luan,24,66,Brazil,SKN St. Pölten,CB,Right,194,66,59,185,280,50,36,60.0,72,64,185.4,68.0,4.0,13,1064,106,81.8,81.8,1500000.0,2020.0,0.0,neutral,0.0
253123,Leandro Fernandes,19,60,Netherlands,Fortuna Sittard,CAM,Right,276,56,62,309,321,69,68,62.0,54,57,175.3,73.9,4.0,5,405,61,81.0,81.0,200000.0,2021.0,0.0,neutral,0.0
252042,João Pedro,18,69,Brazil,Watford,ST,Right,319,70,62,289,368,82,68,53.0,70,62,182.9,69.9,5.0,24,1019,149,42.5,42.5,1500000.0,2020.0,0.0,neutral,0.0
235210,Pedrinho,26,71,Portugal,FC Paços de Ferreira,RM,Right,306,54,71,366,389,81,78,82.0,77,45,165.1,73.0,4.0,11,300,47,27.3,27.3,1000000.0,2020.0,0.0,neutral,0.0
252139,Filipe Soares,21,69,Portugal,Moreirense FC,CAM,Right,302,51,72,337,340,67,77,56.0,73,65,180.3,72.1,5.0,8,239,38,29.9,29.9,4000000.0,2019.0,0.0,neutral,0.0
252095,Riccieli,21,69,Brazil,Famalicão,CB,Right,239,64,57,218,271,55,55,89.0,71,74,182.9,79.8,5.0,3,64,7,21.3,21.3,1500000.0,2019.0,0.0,neutral,0.0
244624,Álex López,23,68,Spain,RCD Espanyol,CAM,Right,286,51,71,298,337,61,59,54.0,59,59,175.3,68.0,6.0,3,514,64,171.3,171.3,300000.0,2021.0,0.0,neutral,0.0
235507,Iban Salvador,24,66,Equatorial Guinea,CF Fuenlabrada,LW,Left,310,59,63,310,388,84,71,71.0,66,57,172.7,72.1,4.0,1,127,18,127.0,127.0,500000.0,2018.0,0.0,neutral,0.0
235706,Murilo,24,70,Brazil,FC Paços de Ferreira,CAM,Left,290,43,65,327,377,79,76,59.0,66,59,175.3,66.2,5.0,18,882,92,49.0,49.0,2000000.0,2020.0,0.0,neutral,0.0
252084,Marcos André,23,69,Brazil,Real Valladolid CF,ST,Right,309,68,63,273,346,72,76,76.0,58,72,182.9,78.0,4.0,3,230,35,76.7,76.7,8500000.0,2021.0,0.0,neutral,0.0
235944,Brais Méndez,23,75,Spain,RC Celta,CAM,Left,341,52,74,373,333,71,73,64.0,66,69,188.0,76.2,9.0,6,121,18,20.2,20.2,14000000.0,2018.0,0.0,neutral,0.0
235970,Mario González,24,64,Spain,CD Tondela,RW,Right,291,49,62,266,329,64,52,64.0,33,60,182.9,76.2,4.0,5,73,10,14.6,14.6,3000000.0,2021.0,0.0,neutral,0.0
235172,Rúben Vinagre,21,74,Portugal,Wolverhampton Wanderers,LM,Left,295,49,73,347,409,89,64,52.0,73,52,175.3,73.9,6.0,5,169,22,33.8,33.8,5000000.0,2021.0,0.0,neutral,0.0
252038,Romário Baró,20,73,Portugal,FC Porto,CAM,Right,313,44,75,344,371,76,72,57.0,64,60,180.3,66.2,7.0,7,355,53,50.7,50.7,5000000.0,2021.0,0.0,neutral,0.0
